Time of Visit,IP Address,Request Method,Status Code,Navigation Pages,Country,Sports,Number of Visit,Gender,Age,Cluster
00:30:44,12.110.93.150,PATCH,200,sechedule.html,United States,Athletics,Daily,Male,26,2
21:52:04,195.89.59.61,GET,200,sechedule.html,Philippines,Badminton,Seldon,Male,50,1
16:58:34,216.94.134.221,PATCH,200,index.html,Netherlands,Athletics,Often,Female,42,2
13:16:06,188.177.100.174,GET,100,searchsports.html,Brazil,Football,Daily,Male,19,2
07:10:37,148.210.61.53,CONNECT,200,ticketing.html,Indonesia,Diving,Once,Male,69,1
06:53:04,219.49.202.150,CONNECT,200,images/games.html,Philippines,Fencing,Once,Female,22,2
14:52:22,45.91.44.191,POST,200,sechedule.html,Russia,Athletics,Once,Female,19,2
10:40:09,78.236.49.159,GET,200,venue information.html,Indonesia,Football,Seldon,Non-binary,40,2
06:57:38,227.219.179.123,HEAD,403,ticketing.html,Vietnam,Athletics,Often,Male,24,0
01:53:45,152.142.73.243,PUT,200,ticketing.html,China,Volleyball,Often,Male,23,2
16:47:38,248.246.130.214,GET,301,venue information.html,Mongolia,Athletics,Often,Male,39,0
07:45:45,36.9.233.208,HEAD,301,venue information.html,China,Athletics,Never,Male,45,0
00:03:48,140.215.65.104,GET,200,searchsports.html,Colombia,Athletics,Often,Non-binary,24,2
06:21:50,207.253.201.75,PATCH,200,venue information.html,Philippines,Swimming,Seldon,Male,45,1
10:13:46,2.26.146.185,PATCH,200,ticketing.html,China,Boxing,Daily,Female,63,1
04:33:26,42.87.96.36,HEAD,301,sechedule.html,Brazil,Basketball,Never,Male,67,1
17:44:50,119.106.138.180,HEAD,100,images/games.html,Indonesia,Basketball,Often,Male,25,2
10:58:51,177.198.241.77,HEAD,100,images/games.html,Portugal,Athletics,Once,Non-binary,64,1
17:52:54,156.175.159.43,HEAD,200,venue information.html,China,Badminton,Often,Male,32,2
11:43:19,243.230.203.150,PATCH,301,index.html,Czech Republic,Karate,Seldon,Female,66,1
15:05:15,220.9.220.201,CONNECT,100,venue information.html,Azerbaijan,Football,Seldon,Male,68,1
11:40:10,144.94.167.130,PATCH,200,venue information.html,United States,Table Tennis,Once,Female,29,2
07:04:01,225.139.249.36,GET,200,searchsports.html,Indonesia,Athletics,Seldon,Female,32,2
06:30:11,181.175.121.88,HEAD,200,volunteer.html,Israel,Table Tennis,Daily,Female,53,1
05:11:40,86.147.188.21,POST,200,searchsports.html,Iran,Athletics,Seldon,Female,69,1
23:23:16,138.96.86.162,POST,200,index.html,Indonesia,Swimming,Once,Female,32,2
09:53:35,40.178.145.230,PATCH,200,venue information.html,Russia,Table Tennis,Often,Female,59,1
20:51:10,82.171.81.217,PUT,100,images/games.html,United States,Swimming,Seldon,Male,51,1
10:54:04,193.208.56.246,PATCH,100,ticketing.html,Pakistan,Football,Often,Male,36,2
18:22:16,63.71.146.168,HEAD,200,index.html,Iran,Weightlifting,Never,Male,21,2
15:16:45,215.79.128.154,HEAD,100,searchsports.html,United States,Shooting,Often,Male,18,2
06:56:01,117.53.195.122,GET,200,searchsports.html,Indonesia,Football,Seldon,Non-binary,20,2
06:58:23,56.250.1.230,GET,301,sechedule.html,Vietnam,Football,Once,Male,27,0
10:17:28,100.244.31.102,PATCH,301,index.html,Brazil,Swimming,Often,Female,39,0
07:10:18,207.195.154.4,HEAD,200,images/games.html,Philippines,Basketball,Once,Non-binary,18,2
00:00:10,20.2.154.19,PATCH,200,index.html,Philippines,Badminton,Never,Male,61,1
13:55:04,229.94.187.211,GET,200,index.html,China,Swimming,Often,Male,44,2
02:18:11,56.171.203.117,PATCH,100,venue information.html,China,Athletics,Seldon,Male,49,1
05:18:05,151.130.0.239,PATCH,200,index.html,Indonesia,Athletics,Often,Non-binary,56,1
00:57:37,164.82.60.58,PATCH,200,sechedule.html,Brazil,Football,Once,Male,57,1
21:11:10,96.15.132.63,GET,200,sechedule.html,Philippines,Swimming,Often,Male,57,1
14:28:35,218.112.238.161,POST,200,index.html,Brazil,Weightlifting,Seldon,Female,54,1
19:26:38,241.115.109.138,GET,100,news.html,France,Athletics,Daily,Male,65,1
19:50:57,92.171.233.85,POST,200,searchsports.html,Cuba,Athletics,Often,Female,62,1
17:56:15,101.26.165.1,GET,200,index.html,Czech Republic,Volleyball,Once,Female,47,1
18:27:43,173.80.82.196,HEAD,200,venue information.html,Albania,Boxing,Once,Male,52,1
21:42:52,48.216.251.195,CONNECT,400,images/games.html,China,Swimming,Seldon,Male,66,0
04:26:45,174.27.196.156,GET,200,sponsorship.html,Portugal,Football,Seldon,Non-binary,23,2
19:20:24,193.197.128.182,GET,400,images/games.html,China,Swimming,Once,Male,19,0
02:31:09,30.4.11.150,PUT,200,sechedule.html,France,Swimming,Often,Male,49,1
08:32:44,211.129.105.78,PATCH,200,sechedule.html,Poland,Athletics,Seldon,Female,61,1
02:31:14,60.151.233.76,CONNECT,200,images/games.html,Serbia,Football,Daily,Non-binary,58,1
08:37:32,152.52.95.243,GET,200,sechedule.html,China,Table Tennis,Once,Male,31,2
04:20:52,215.140.216.142,CONNECT,500,images/games.html,Portugal,Weightlifting,Seldon,Non-binary,28,0
21:22:09,63.163.196.144,POST,100,searchsports.html,Thailand,Weightlifting,Once,Non-binary,56,1
03:57:28,40.113.59.70,CONNECT,200,index.html,Poland,Swimming,Seldon,Female,67,1
08:32:02,231.166.251.233,PATCH,200,images/games.html,Sweden,Weightlifting,Often,Non-binary,27,2
05:54:26,157.46.171.83,GET,200,venue information.html,Brazil,Athletics,Seldon,Non-binary,41,2
20:30:28,75.40.242.68,HEAD,200,news.html,Iran,Weightlifting,Seldon,Female,19,2
12:15:20,67.94.191.118,CONNECT,301,searchsports.html,Philippines,Swimming,Often,Male,56,0
04:05:43,228.182.37.120,PATCH,200,index.html,Poland,Swimming,Often,Non-binary,63,1
14:03:31,195.74.4.77,GET,200,sechedule.html,Finland,Badminton,Once,Male,23,2
20:35:24,46.158.108.163,POST,301,sechedule.html,China,Athletics,Seldon,Female,41,0
19:58:26,235.181.16.191,POST,100,venue information.html,Malaysia,Basketball,Daily,Female,42,2
09:26:01,168.205.25.123,GET,301,news.html,Indonesia,Weightlifting,Daily,Male,46,0
19:39:59,191.237.14.196,PATCH,100,venue information.html,Russia,Swimming,Often,Female,25,2
00:36:41,24.10.67.128,PATCH,500,venue information.html,Portugal,Wrestling,Often,Male,49,0
16:01:30,108.2.131.130,POST,200,searchsports.html,China,Gymnastics,Once,Male,54,1
12:26:27,48.240.150.70,PATCH,200,searchsports.html,Japan,Athletics,Once,Non-binary,54,1
08:43:39,78.203.215.90,PATCH,200,venue information.html,Japan,Basketball,Seldon,Non-binary,32,2
03:26:20,212.202.34.159,GET,200,venue information.html,China,Athletics,Never,Female,58,1
09:42:54,10.194.90.217,PUT,200,sechedule.html,Russia,Basketball,Seldon,Female,19,2
15:48:21,140.140.225.148,HEAD,200,sechedule.html,Finland,Karate,Seldon,Female,57,1
15:52:19,130.4.95.190,HEAD,500,index.html,China,Swimming,Often,Female,19,0
21:46:51,147.242.149.217,CONNECT,200,venue information.html,United States,Volleyball,Once,Male,48,1
09:26:53,61.65.104.160,GET,100,sechedule.html,Croatia,Gymnastics,Seldon,Female,47,1
00:50:59,164.65.132.85,POST,200,venue information.html,Guatemala,Boxing,Often,Male,37,2
20:24:52,128.120.17.7,POST,100,venue information.html,Japan,Swimming,Once,Female,22,2
21:33:50,234.19.241.95,GET,100,index.html,China,Athletics,Once,Male,57,1
20:07:14,6.225.253.107,HEAD,200,images/games.html,Indonesia,Swimming,Often,Male,48,1
06:58:26,64.106.95.89,HEAD,301,index.html,Japan,Football,Daily,Female,39,0
16:20:01,141.172.85.214,GET,200,images/games.html,Indonesia,Swimming,Seldon,Female,56,1
05:07:11,1.180.182.89,POST,200,index.html,Philippines,Swimming,Daily,Female,27,2
11:39:19,187.125.54.164,PUT,200,index.html,Croatia,Gymnastics,Seldon,Male,48,1
07:50:43,79.46.153.175,HEAD,200,ticketing.html,Argentina,Volleyball,Often,Male,34,2
08:24:07,30.221.68.84,HEAD,500,images/games.html,China,Swimming,Seldon,Non-binary,38,0
09:42:48,34.87.111.219,GET,500,images/games.html,Bolivia,Basketball,Once,Female,56,0
07:05:57,84.155.215.142,PATCH,200,sechedule.html,Indonesia,Shooting,Often,Female,65,1
15:57:16,214.189.82.196,HEAD,200,images/games.html,Canada,Volleyball,Seldon,Male,65,1
14:17:44,208.129.166.51,HEAD,400,searchsports.html,Chad,Athletics,Often,Male,40,0
06:26:49,12.118.254.91,CONNECT,100,sechedule.html,Czech Republic,Athletics,Seldon,Male,41,2
04:31:09,102.119.245.54,CONNECT,301,index.html,Croatia,Gymnastics,Once,Male,37,0
15:02:30,139.114.40.126,PATCH,100,sechedule.html,Argentina,Swimming,Daily,Non-binary,51,1
05:39:26,117.142.106.251,GET,200,index.html,United States,Badminton,Often,Male,26,2
07:54:32,178.99.69.181,HEAD,200,sechedule.html,Saudi Arabia,Football,Seldon,Female,45,1
19:06:26,197.4.99.84,GET,301,index.html,Indonesia,Athletics,Once,Male,43,0
11:34:59,2.69.113.127,CONNECT,200,ticketing.html,Argentina,Gymnastics,Often,Female,30,2
14:17:08,22.89.174.204,GET,200,images/games.html,China,Volleyball,Seldon,Female,51,1
11:08:01,69.149.188.27,GET,200,images/games.html,Armenia,Athletics,Often,Female,65,1
12:27:52,146.46.158.43,PATCH,200,index.html,China,Baseball,Often,Female,40,2
23:06:07,39.235.190.67,GET,301,venue information.html,China,Football,Once,Female,69,1
14:20:58,204.78.56.4,HEAD,200,ticketing.html,Indonesia,Athletics,Seldon,Male,34,2
23:30:03,52.172.3.117,HEAD,301,ticketing.html,Philippines,Badminton,Often,Non-binary,26,0
05:43:26,174.198.219.145,PATCH,301,sponsorship.html,Argentina,Gymnastics,Once,Male,24,0
15:25:59,22.33.102.188,CONNECT,200,venue information.html,Japan,Karate,Seldon,Male,51,1
12:10:16,212.2.145.86,HEAD,200,ticketing.html,Russia,Basketball,Once,Male,27,2
08:47:46,232.57.238.224,GET,100,ticketing.html,Czech Republic,Athletics,Once,Female,43,2
15:17:27,197.38.29.172,PATCH,100,index.html,Indonesia,Table Tennis,Never,Male,66,1
07:13:40,137.83.100.75,HEAD,200,images/games.html,Sweden,Athletics,Daily,Male,34,2
15:33:18,229.242.203.176,PUT,200,sechedule.html,Morocco,Swimming,Seldon,Male,36,2
23:00:00,254.61.188.142,PATCH,301,sechedule.html,Indonesia,Athletics,Seldon,Male,40,0
08:03:53,174.11.53.170,PATCH,200,images/games.html,China,Table Tennis,Often,Non-binary,34,2
01:23:55,217.235.63.106,GET,100,sechedule.html,Philippines,Athletics,Never,Female,42,2
17:03:14,185.90.12.79,PUT,200,index.html,China,Badminton,Daily,Male,69,1
04:08:36,92.146.138.135,CONNECT,200,index.html,Chile,Fencing,Seldon,Male,34,2
16:56:44,174.154.1.232,GET,100,index.html,Russia,Badminton,Seldon,Male,28,2
17:18:40,38.105.97.169,GET,200,ticketing.html,Portugal,Boxing,Seldon,Non-binary,31,2
17:29:42,177.1.52.149,PATCH,200,index.html,Philippines,Athletics,Often,Male,28,2
16:13:17,5.78.210.71,GET,100,venue information.html,Czech Republic,Basketball,Once,Female,41,2
11:25:58,239.89.213.60,CONNECT,400,images/games.html,Indonesia,Swimming,Never,Female,35,0
16:01:31,114.129.135.188,CONNECT,200,sechedule.html,China,Swimming,Daily,Female,19,2
05:20:15,117.139.229.238,POST,200,sechedule.html,Poland,Athletics,Often,Male,64,1
12:22:28,232.153.185.81,POST,200,sechedule.html,China,Badminton,Often,Male,39,2
16:54:17,82.65.223.250,GET,200,sechedule.html,Brazil,Table Tennis,Daily,Male,61,1
21:22:35,225.47.15.48,CONNECT,200,searchsports.html,Sweden,Football,Often,Female,52,1
21:02:38,251.184.53.162,GET,200,index.html,Poland,Table Tennis,Seldon,Male,18,2
15:21:26,222.121.115.62,CONNECT,100,images/games.html,Iran,Swimming,Once,Male,28,2
05:05:04,80.34.17.16,HEAD,200,index.html,China,Football,Often,Male,31,2
12:52:55,19.25.157.254,HEAD,301,news.html,Libya,Badminton,Daily,Male,45,0
15:57:09,27.22.50.229,PATCH,200,searchsports.html,Afghanistan,Basketball,Often,Female,50,1
14:24:27,89.154.255.21,PATCH,200,searchsports.html,Guatemala,Boxing,Once,Male,23,2
05:12:30,119.146.126.42,POST,400,sechedule.html,Jamaica,Football,Often,Male,69,0
05:58:52,100.32.214.106,HEAD,200,ticketing.html,Indonesia,Football,Often,Male,50,1
22:26:34,92.87.252.47,POST,200,sechedule.html,Russia,Basketball,Seldon,Female,37,2
07:45:34,240.164.109.75,HEAD,200,ticketing.html,Sweden,Swimming,Seldon,Female,52,1
00:36:04,74.230.213.23,GET,200,ticketing.html,Japan,Football,Daily,Female,68,1
11:11:06,244.85.157.85,POST,400,images/games.html,Ukraine,Swimming,Seldon,Female,66,0
08:40:48,182.63.56.58,CONNECT,301,venue information.html,Indonesia,Football,Often,Female,37,0
15:38:34,142.33.69.120,HEAD,301,venue information.html,Bangladesh,Diving,Once,Non-binary,41,0
23:58:15,93.142.239.91,HEAD,200,images/games.html,China,Swimming,Seldon,Male,52,1
01:08:32,231.69.88.231,HEAD,301,venue information.html,Poland,Athletics,Once,Female,60,1
10:44:41,148.137.35.121,GET,100,searchsports.html,United States,Gymnastics,Seldon,Female,26,2
10:45:59,16.236.53.8,PATCH,100,news.html,Indonesia,Karate,Seldon,Non-binary,43,2
13:58:45,143.201.93.202,PATCH,200,index.html,Czech Republic,Karate,Seldon,Male,67,1
03:56:47,14.227.197.163,CONNECT,200,ticketing.html,Philippines,Baseball,Seldon,Male,26,2
20:01:59,239.54.210.129,HEAD,200,venue information.html,Russia,Weightlifting,Seldon,Male,52,1
22:08:25,121.143.105.217,PUT,100,sechedule.html,China,Basketball,Seldon,Female,60,1
23:20:27,220.118.62.228,HEAD,200,sechedule.html,Indonesia,Basketball,Never,Male,51,1
12:33:33,94.170.37.72,GET,200,sechedule.html,Dominican Republic,Football,Seldon,Female,30,2
13:17:53,44.238.231.67,CONNECT,200,venue information.html,China,Basketball,Never,Male,37,2
03:56:01,145.20.211.52,PUT,200,searchsports.html,Canada,Gymnastics,Often,Male,56,1
21:05:59,27.27.54.118,POST,200,ticketing.html,Russia,Table Tennis,Often,Male,57,1
16:19:53,212.228.242.67,POST,200,searchsports.html,Costa Rica,Gymnastics,Once,Female,34,2
21:11:38,14.100.212.34,CONNECT,200,sechedule.html,South Africa,Wrestling,Never,Female,40,2
01:20:49,187.216.24.19,PATCH,200,searchsports.html,China,Swimming,Once,Non-binary,19,2
14:22:07,32.230.59.225,GET,100,venue information.html,Portugal,Athletics,Often,Male,25,2
01:37:05,129.246.217.133,GET,200,news.html,China,Table Tennis,Once,Male,48,1
22:56:40,127.118.167.210,PATCH,200,index.html,France,Football,Never,Male,66,1
17:36:56,91.35.69.143,PATCH,200,ticketing.html,Sweden,Volleyball,Often,Male,45,1
09:11:36,72.162.136.166,GET,200,sechedule.html,Russia,Baseball,Once,Non-binary,60,1
23:47:58,224.42.210.45,GET,200,searchsports.html,Poland,Athletics,Once,Female,29,2
11:29:01,140.68.17.210,PATCH,301,news.html,Vietnam,Weightlifting,Once,Female,63,1
13:18:15,9.59.235.239,GET,301,index.html,Indonesia,Basketball,Often,Male,41,0
08:01:34,55.153.7.110,POST,200,venue information.html,Brazil,Table Tennis,Never,Female,29,2
00:51:19,167.143.151.118,GET,200,sechedule.html,France,Table Tennis,Often,Male,54,1
11:09:16,251.62.25.198,GET,301,index.html,Senegal,Volleyball,Seldon,Female,42,0
08:32:37,85.57.240.101,HEAD,100,news.html,Indonesia,Table Tennis,Often,Male,56,1
23:18:29,15.224.70.208,PATCH,200,images/games.html,Brazil,Table Tennis,Seldon,Female,38,2
00:56:31,219.40.88.60,HEAD,200,images/games.html,China,Football,Seldon,Non-binary,19,2
12:56:48,221.173.239.205,HEAD,200,searchsports.html,Philippines,Football,Seldon,Female,25,2
03:52:48,15.193.254.23,GET,200,searchsports.html,Poland,Baseball,Once,Female,29,2
17:30:51,121.232.179.68,POST,404,news.html,China,Diving,Never,Female,61,0
20:50:34,192.150.211.77,GET,200,sechedule.html,Indonesia,Football,Seldon,Male,25,2
09:55:55,85.46.105.152,PUT,200,sechedule.html,Colombia,Basketball,Seldon,Male,36,2
20:18:28,21.146.96.45,GET,400,sponsorship.html,Indonesia,Basketball,Once,Male,51,0
05:40:55,94.29.189.2,POST,200,index.html,China,Athletics,Often,Non-binary,18,2
00:51:49,51.47.61.229,HEAD,200,news.html,China,Badminton,Once,Female,25,2
17:31:46,209.94.122.174,HEAD,100,venue information.html,Norway,Swimming,Seldon,Male,69,1
07:11:36,78.83.77.151,HEAD,301,venue information.html,Russia,Shooting,Seldon,Male,47,0
12:51:32,227.102.99.193,PATCH,100,ticketing.html,Poland,Athletics,Seldon,Female,24,2
14:11:25,16.155.151.61,GET,200,venue information.html,Peru,Athletics,Seldon,Non-binary,66,1
04:58:51,242.2.144.104,CONNECT,100,searchsports.html,Peru,Football,Seldon,Male,22,2
05:38:25,214.26.99.187,GET,200,venue information.html,Philippines,Volleyball,Daily,Non-binary,57,1
13:10:18,42.243.80.198,PUT,200,ticketing.html,Russia,Football,Never,Female,37,2
14:32:32,172.58.2.220,PATCH,200,venue information.html,Russia,Gymnastics,Seldon,Female,40,2
06:53:24,159.93.109.12,HEAD,200,index.html,Venezuela,Gymnastics,Once,Male,20,2
23:04:41,113.95.237.219,HEAD,200,sechedule.html,Brazil,Shooting,Once,Male,62,1
05:02:22,139.164.116.35,HEAD,200,sechedule.html,China,Athletics,Often,Female,25,2
20:42:53,254.92.44.89,PATCH,301,venue information.html,Poland,Badminton,Seldon,Female,25,0
11:18:03,17.217.22.147,CONNECT,500,index.html,Nigeria,Swimming,Seldon,Male,22,0
16:53:35,76.216.1.82,HEAD,200,venue information.html,France,Swimming,Once,Male,61,1
17:07:27,122.145.146.232,HEAD,200,sechedule.html,Argentina,Football,Once,Non-binary,49,1
01:52:21,69.225.237.219,HEAD,403,venue information.html,Syria,Volleyball,Daily,Non-binary,34,0
14:45:54,176.65.83.149,CONNECT,200,index.html,Indonesia,Table Tennis,Often,Male,18,2
05:31:21,193.136.248.122,GET,200,news.html,Czech Republic,Boxing,Seldon,Male,43,2
11:09:54,135.49.185.69,HEAD,400,venue information.html,Sweden,Football,Once,Non-binary,64,0
20:01:30,232.120.189.75,CONNECT,200,images/games.html,Netherlands,Table Tennis,Seldon,Male,31,2
11:33:31,249.94.164.125,GET,100,sechedule.html,Philippines,Table Tennis,Seldon,Male,70,1
17:19:31,48.187.90.92,PATCH,200,images/games.html,Indonesia,Football,Once,Male,19,2
07:21:14,151.24.10.195,GET,200,index.html,China,Baseball,Often,Female,49,1
22:49:55,242.201.170.252,HEAD,200,venue information.html,United Kingdom,Swimming,Once,Female,48,1
21:39:14,45.4.121.109,GET,100,sechedule.html,China,Weightlifting,Often,Female,47,1
07:57:10,137.146.17.185,PATCH,200,venue information.html,France,Swimming,Seldon,Non-binary,66,1
02:06:45,155.74.40.234,CONNECT,200,images/games.html,Cameroon,Swimming,Seldon,Female,38,2
05:18:41,79.209.180.138,HEAD,200,sechedule.html,China,Athletics,Often,Non-binary,48,1
21:17:55,142.137.71.11,POST,500,index.html,North Korea,Swimming,Seldon,Female,25,0
10:12:47,17.40.135.97,PUT,100,searchsports.html,Peru,Athletics,Often,Female,63,1
04:00:36,84.229.133.235,PATCH,200,news.html,Mexico,Karate,Once,Non-binary,31,2
03:04:55,126.15.57.57,GET,200,ticketing.html,Azerbaijan,Baseball,Often,Male,39,2
18:53:44,37.165.100.109,HEAD,500,sechedule.html,Finland,Swimming,Seldon,Male,27,0
21:03:24,105.61.16.80,GET,200,searchsports.html,United States,Badminton,Seldon,Non-binary,23,2
02:23:22,153.8.244.89,GET,200,index.html,Russia,Table Tennis,Seldon,Male,21,2
23:44:44,10.175.144.146,POST,200,venue information.html,Russia,Swimming,Once,Female,59,1
22:01:46,41.38.176.176,PATCH,200,sechedule.html,Indonesia,Boxing,Seldon,Male,38,2
13:58:58,77.169.157.34,PATCH,100,searchsports.html,Indonesia,Gymnastics,Seldon,Female,55,1
17:05:21,133.87.86.163,GET,200,index.html,China,Athletics,Once,Female,46,1
00:10:06,89.148.55.236,GET,100,index.html,Indonesia,Football,Seldon,Non-binary,50,1
06:25:26,60.245.185.201,HEAD,301,ticketing.html,Armenia,Basketball,Daily,Male,68,1
09:56:05,138.193.208.17,GET,100,news.html,China,Karate,Often,Female,56,1
20:23:53,72.40.11.166,HEAD,403,images/games.html,Czech Republic,Table Tennis,Seldon,Female,31,0
09:04:57,13.189.224.217,GET,200,news.html,Malaysia,Table Tennis,Seldon,Male,50,1
16:22:37,165.103.251.154,GET,301,images/games.html,Canada,Basketball,Often,Male,69,1
06:25:31,79.3.226.70,POST,200,index.html,Pakistan,Gymnastics,Once,Male,43,2
12:34:32,170.253.27.200,CONNECT,200,index.html,China,Wrestling,Seldon,Non-binary,47,1
12:09:08,214.83.225.225,CONNECT,200,index.html,China,Athletics,Once,Female,37,2
01:17:12,176.8.98.162,PUT,200,index.html,Greece,Athletics,Seldon,Male,20,2
23:15:58,225.188.66.110,PUT,200,index.html,Indonesia,Baseball,Once,Female,68,1
09:01:24,166.100.213.97,GET,200,news.html,Canada,Athletics,Often,Female,18,2
